Title^Lot^Artist^auction^Sale^Estimated Price Currency^Estimated_Min^Estimated_Max^Estimated_Min_INR^Estimated_Max_INR^Estimated_Max_USD^Estimated_Min_USD^Realized_Price_Curr^Price_Realized^Winning_Bid_INR^Winning_Bid_USD^Buyers Prem^Provenance^Exhibited_and_Published^Dimensions^Material^Signed^Painted_Year^Image^URL^Auction_House^Auction_Date^Location^ArtID
SKETCH OF A WOMAN, SIGNED LOWER RIGHT--GOUACHE ON BOARD--26 7/8 X 14 5/8IN (683 X 371CM)^551^JAMINI ROY^English & Continental Furn, & Deco Obj & Old Master Ptgs    ^7555^$^400^600^^^^^$^2990^^^^^^^^^^http://www.christies.com/images/no-image-340.jpg^http://www.christies.com/lotfinder/lot/jamini-roy-sketch-of-a-woman-signed-2393893-details.aspx?from=salesummary&intObjectID=2393893&sid=c7dd5e18-f603-4876-b09d-40df9dbb0b66^'Christie''s'^17 May 1994^New York, East^16044
Gajagamini^329^Maqbool Fida Husain (b.1915)^TWENTIETH CENTURY ART^8232^PS^1000^1500^^^2480^1653^PS^4025^^^^^^301/2 x 21in. (77.5 x 53.2cm.)^oil on canvas^signed lower right <i>Husain</i>^'Painted in the 1970''s'^http://www.christies.com/lotfinderimages/d13929/d1392969r.jpg^http://www.christies.com/lotfinder/lot/maqbool-fida-husain-gajagamini-1392969-details.aspx?from=salesummary&intObjectID=1392969&sid=e83354ee-0f91-4243-a609-ba9e0c8ba1f9^'Christie''s'^7 December 1998^London, South Kensington^15117
Giant Leap of Faith^45^SUBODH GUPTA (b. 1964)^Beyond Selections From the Collection of Pierre Huber^1933^$^200000^300000^^^^^$^480000^^^^^^^^^^http://www.christies.com/lotfinderimages/d48713/d4871333r.jpg^http://www.christies.com/lotfinder/lot/subodh-gupta-giant-leap-of-faith-4871333-details.aspx?from=salesummary&intObjectID=4871333&sid=36313b60-7399-4ba2-8b75-1b1cf2f5fe37^'Christie''s'^26 February 2007^New York, Rockefeller Plaza^14999
Sans titre^38^VASUDEO S. GAITONDE (1924-2001)^'Arts de l''Orient et des Indes du XIeme au XXIeme siecle Provenant d''une collection francaise'^5457^EUR^4000^5000^^^6570^5256^EUR^16800^^^^^^^^^^http://www.christies.com/lotfinderimages/d48748/d4874850r.jpg^http://www.christies.com/lotfinder/lot/vasudeo-s-gaitonde-sans-titre-4874850-details.aspx?from=salesummary&intObjectID=4874850&sid=7370546e-08af-48ee-bf04-ef0c07f628aa^'Christie''s'^7 March 2007^Paris^14906
Sans titre^39^VASUDEO S. GAITONDE (1924-2001)^'Arts de l''Orient et des Indes du XIeme au XXIeme siecle Provenant d''une collection francaise'^5457^EUR^4000^5000^^^6570^5256^EUR^13200^^^^^^^^^^http://www.christies.com/lotfinderimages/d48748/d4874851r.jpg^http://www.christies.com/lotfinder/lot/vasudeo-s-gaitonde-sans-titre-4874851-details.aspx?from=salesummary&intObjectID=4874851&sid=7370546e-08af-48ee-bf04-ef0c07f628aa^'Christie''s'^7 March 2007^Paris^14907
Sans titre^40^VASUDEO S. GAITONDE (1924-2001)^'Arts de l''Orient et des Indes du XIeme au XXIeme siecle Provenant d''une collection francaise'^5457^EUR^4000^5000^^^6570^5256^EUR^8400^^^^^^^^^^http://www.christies.com/lotfinderimages/d48748/d4874852r.jpg^http://www.christies.com/lotfinder/lot/vasudeo-s-gaitonde-sans-titre-4874852-details.aspx?from=salesummary&intObjectID=4874852&sid=7370546e-08af-48ee-bf04-ef0c07f628aa^'Christie''s'^7 March 2007^Paris^14908
Sans titre^53^AKBAR PADAMSEE (Ne en 1928)^'Arts de l''Orient et des Indes du XIeme au XXIeme siecle Provenant d''une collection francaise'^5457^EUR^50000^70000^^^91982^65702^EUR^162000^^^^^^121,4 x 120 cm. (473/4 x 47 1/8 in.)^huile sur toile^'signe et date ''PADAMSEE 64'' (en haut a droite)'^1^http://www.christies.com/lotfinderimages/d48748/d4874865r.jpg^http://www.christies.com/lotfinder/lot/akbar-padamsee-sans-titre-4874865-details.aspx?from=salesummary&intObjectID=4874865&sid=7370546e-08af-48ee-bf04-ef0c07f628aa^'Christie''s'^7 March 2007^Paris^15692
Gober Ganesha^326^Subodh Gupta (b. 1964)^First Open ^3761^$^30000^40000^^^^^$^40000^^^^^^^^^^http://www.christies.com/lotfinderimages/d59328/subodh_gupta_gober_ganesha_d5932832h.jpg^http://www.christies.com/lotfinder/sculptures-statues-figures/subodh-gupta-gober-ganesha-5932832-details.aspx?from=salesummary&intObjectID=5932832&sid=c52908d1-2999-4dbd-ba21-e5e6d77af760^'Christie''s'^30 September 2015^New York, Rockefeller Plaza^2769
